timestamp,demand_mw,source
2026-06-24 11:15:00,2483.0,api
2026-06-24 11:30:00,2497.0,api
2026-06-24 11:45:00,2475.0,api
2026-06-24 12:00:00,2432.0,api
2026-06-24 12:15:00,2425.0,api
2026-06-24 12:30:00,2370.0,api
2026-06-24 12:45:00,2412.0,api
2026-06-24 13:00:00,2446.0,api
2026-06-24 13:15:00,2417.0,api
2026-06-24 14:15:00,2258.0,api
2026-06-24 14:30:00,2234.0,api
2026-06-24 14:45:00,2225.0,api
2026-06-24 14:45:00+05:30,2225.0,api
