timestamp,demand_mw,source
2026-06-24 11:15:00+05:30,2537.0,api
2026-06-24 11:15:00+05:30,10759.0,api
2026-06-24 11:15:00+05:30,148.0,api
2026-06-24 11:15:00+05:30,1699.0,api
2026-06-24 05:45:00+00:00,148.0,api
2026-06-24 11:15:00+05:30,7252.0,api
2026-06-24 05:45:00+00:00,1699.0,api
2026-06-24 11:15:00+05:30,4812.0,api
2026-06-24 05:45:00+00:00,7252.0,api
2026-06-24 11:15:00+05:30,6142.0,api
2026-06-24 05:45:00+00:00,4812.0,api
2026-06-24 11:15:00+05:30,619.0,api
2026-06-24 05:45:00+00:00,6142.0,api
2026-06-24 11:15:00+05:30,24325.0,api
2026-06-24 05:45:00+00:00,619.0,api
2026-06-24 05:45:00+00:00,24325.0,api
2026-06-24 11:15:00+05:30,11563.0,api
2026-06-24 05:45:00+00:00,11563.0,api
2026-06-24 11:15:00+05:30,1777.0,api
2026-06-24 05:45:00+00:00,1777.0,api
2026-06-24 05:45:00+00:00,2549.0,api
2026-06-24 05:45:00+00:00,2549.0,api
2026-06-24 11:15:00+05:30,1957.0,api
2026-06-24 05:45:00+00:00,1957.0,api
2026-06-24 11:15:00+05:30,14461.0,api
2026-06-24 11:15:00+05:30,3238.0,api
2026-06-24 05:45:00+00:00,14461.0,api
2026-06-24 11:15:00+05:30,11134.0,api
2026-06-24 05:45:00+00:00,3238.0,api
2026-06-24 11:15:00+05:30,23257.0,api
2026-06-24 05:45:00+00:00,11134.0,api
2026-06-24 11:15:00+05:30,147.0,api
2026-06-24 05:45:00+00:00,23257.0,api
2026-06-24 11:15:00+05:30,271.0,api
2026-06-24 05:45:00+00:00,147.0,api
2026-06-24 11:15:00+05:30,88.0,api
2026-06-24 05:45:00+00:00,271.0,api
2026-06-24 11:15:00+05:30,103.0,api
2026-06-24 05:45:00+00:00,88.0,api
2026-06-24 11:15:00+05:30,6012.0,api
2026-06-24 05:45:00+00:00,103.0,api
2026-06-24 11:15:00+05:30,15079.0,api
2026-06-24 05:45:00+00:00,6012.0,api
2026-06-24 11:15:00+05:30,12427.0,api
2026-06-24 05:45:00+00:00,15079.0,api
2026-06-24 11:15:00+05:30,67.0,api
2026-06-24 05:45:00+00:00,12427.0,api
2026-06-24 11:15:00+05:30,17721.0,api
2026-06-24 05:45:00+00:00,67.0,api
2026-06-24 11:15:00+05:30,10953.0,api
2026-06-24 05:45:00+00:00,17721.0,api
2026-06-24 11:15:00+05:30,241.0,api
2026-06-24 05:45:00+00:00,10953.0,api
2026-06-24 11:15:00+05:30,27286.0,api
2026-06-24 05:45:00+00:00,241.0,api
2026-06-24 11:15:00+05:30,2148.0,api
2026-06-24 05:45:00+00:00,27286.0,api
2026-06-24 05:45:00+00:00,2148.0,api
2026-06-24 05:45:00+00:00,2520.0,api
2026-06-24 11:15:00+05:30,10562.0,api
2026-06-24 05:45:00+00:00,10562.0,api
2026-06-24 05:45:00+00:00,10845.0,api
2026-06-24 05:45:00+00:00,146.0,api
2026-06-24 05:45:00+00:00,1717.0,api
2026-06-24 05:45:00+00:00,7263.0,api
2026-06-24 05:45:00+00:00,4839.0,api
2026-06-24 05:45:00+00:00,6188.0,api
2026-06-24 05:45:00+00:00,619.0,api
2026-06-24 05:45:00+00:00,24121.0,api
2026-06-24 05:45:00+00:00,11608.0,api
2026-06-24 05:45:00+00:00,1781.0,api
2026-06-24 05:45:00+00:00,2518.0,api
2026-06-24 05:45:00+00:00,1965.0,api
2026-06-24 05:45:00+00:00,14488.0,api
2026-06-24 05:45:00+00:00,3282.0,api
2026-06-24 05:45:00+00:00,11197.0,api
2026-06-24 05:45:00+00:00,23189.0,api
2026-06-24 05:45:00+00:00,150.0,api
2026-06-24 05:45:00+00:00,271.0,api
2026-06-24 05:45:00+00:00,88.0,api
2026-06-24 05:45:00+00:00,106.0,api
2026-06-24 05:45:00+00:00,6123.0,api
2026-06-24 05:45:00+00:00,15027.0,api
2026-06-24 05:45:00+00:00,12624.0,api
2026-06-24 05:45:00+00:00,67.0,api
2026-06-24 05:45:00+00:00,17694.0,api
2026-06-24 05:45:00+00:00,11060.0,api
2026-06-24 05:45:00+00:00,242.0,api
2026-06-24 05:45:00+00:00,27236.0,api
2026-06-24 05:45:00+00:00,2130.0,api
2026-06-24 05:45:00+00:00,10562.0,api
2026-06-24 05:45:00+00:00,2514.0,api
2026-06-24 05:45:00+00:00,10742.0,api
2026-06-24 05:45:00+00:00,156.0,api
2026-06-24 05:45:00+00:00,1711.0,api
2026-06-24 05:45:00+00:00,7330.0,api
2026-06-24 05:45:00+00:00,4814.0,api
2026-06-24 05:45:00+00:00,6144.0,api
