State,Date,Hourly Demand Met (in MW),
Uttar Pradesh - 2025,02-Jan 4am,10893.4,
Uttar Pradesh - 2025,02-Jan 5am,12145.46,
Uttar Pradesh - 2025,02-Jan 6am,13381.05,
Uttar Pradesh - 2025,02-Jan 7am,13472.58,
Uttar Pradesh - 2025,02-Jan 8am,14060.8,
Uttar Pradesh - 2025,02-Jan 9am,16233.26,
Uttar Pradesh - 2025,02-Jan 10am,17952.73,
Uttar Pradesh - 2025,02-Jan 11am,19617.89,
Uttar Pradesh - 2025,02-Jan 12pm,18524.15,
Uttar Pradesh - 2025,02-Jan 1pm,17686.05,
Uttar Pradesh - 2025,02-Jan 2pm,15938.97,
Uttar Pradesh - 2025,02-Jan 3pm,14171.67,
Uttar Pradesh - 2025,02-Jan 4pm,12304.52,
Uttar Pradesh - 2025,02-Jan 5pm,12855.33,
Uttar Pradesh - 2025,02-Jan 6pm,18315.39,
Uttar Pradesh - 2025,02-Jan 7pm,21232.59,
Uttar Pradesh - 2025,02-Jan 8pm,20779.36,
Uttar Pradesh - 2025,02-Jan 9pm,19012.17,
Uttar Pradesh - 2025,02-Jan 10pm,16964.51,
Uttar Pradesh - 2025,02-Jan 11pm,14828.4,
Uttar Pradesh - 2025,03-Jan 12am,13325.73,
Uttar Pradesh - 2025,03-Jan 1am,12250.35,
Uttar Pradesh - 2025,03-Jan 2am,11720.77,
Uttar Pradesh - 2025,03-Jan 3am,11489.5,
Uttar Pradesh - 2025,03-Jan 4am,11683.45,
Uttar Pradesh - 2025,03-Jan 5am,12877.54,
Uttar Pradesh - 2025,03-Jan 6am,14095.89,
Uttar Pradesh - 2025,03-Jan 7am,13903.37,
Uttar Pradesh - 2025,03-Jan 8am,15177.37,
Uttar Pradesh - 2025,03-Jan 9am,16726.08,
Uttar Pradesh - 2025,03-Jan 10am,18358.31,
Uttar Pradesh - 2025,03-Jan 11am,20831.97,
Uttar Pradesh - 2025,03-Jan 12pm,20784.78,
Uttar Pradesh - 2025,03-Jan 1pm,19798.12,
Uttar Pradesh - 2025,03-Jan 2pm,17006.24,
Uttar Pradesh - 2025,03-Jan 3pm,14324.85,
Uttar Pradesh - 2025,03-Jan 4pm,12115.86,
Uttar Pradesh - 2025,03-Jan 5pm,13969.98,
Uttar Pradesh - 2025,03-Jan 6pm,19059.89,
Uttar Pradesh - 2025,03-Jan 7pm,21925.09,
Uttar Pradesh - 2025,03-Jan 8pm,21153.05,
Uttar Pradesh - 2025,03-Jan 9pm,19596.51,
Uttar Pradesh - 2025,03-Jan 10pm,17266.7,
Uttar Pradesh - 2025,03-Jan 11pm,15031.74,
Uttar Pradesh - 2025,04-Jan 12am,13453.5,
Uttar Pradesh - 2025,04-Jan 1am,12317.65,
Uttar Pradesh - 2025,04-Jan 2am,11532.53,
Uttar Pradesh - 2025,04-Jan 3am,11284.24,
Uttar Pradesh - 2025,04-Jan 4am,11353.28,
Uttar Pradesh - 2025,04-Jan 5am,12352.57,
Uttar Pradesh - 2025,04-Jan 6am,13908.04,
Uttar Pradesh - 2025,04-Jan 7am,13395.44,
Uttar Pradesh - 2025,04-Jan 8am,14034.59,
Uttar Pradesh - 2025,04-Jan 9am,16111.02,
Uttar Pradesh - 2025,04-Jan 10am,18012.87,
Uttar Pradesh - 2025,04-Jan 11am,19372.37,
Uttar Pradesh - 2025,04-Jan 12pm,19414.9,
Uttar Pradesh - 2025,04-Jan 1pm,18584.82,
Uttar Pradesh - 2025,04-Jan 2pm,17009.19,
Uttar Pradesh - 2025,04-Jan 3pm,15229.98,
Uttar Pradesh - 2025,04-Jan 4pm,12470.51,
Uttar Pradesh - 2025,04-Jan 5pm,12868.08,
Uttar Pradesh - 2025,04-Jan 6pm,17654.32,
Uttar Pradesh - 2025,04-Jan 7pm,20248.24,
Uttar Pradesh - 2025,04-Jan 8pm,21172.07,
Uttar Pradesh - 2025,04-Jan 9pm,19759.7,
Uttar Pradesh - 2025,04-Jan 10pm,17572.35,
Uttar Pradesh - 2025,04-Jan 11pm,15371.47,
Uttar Pradesh - 2025,05-Jan 12am,13721.05,
Uttar Pradesh - 2025,05-Jan 1am,12530.26,
Uttar Pradesh - 2025,05-Jan 2am,11949.41,
Uttar Pradesh - 2025,05-Jan 3am,11659.8,
Uttar Pradesh - 2025,05-Jan 4am,11759.46,
Uttar Pradesh - 2025,05-Jan 5am,12720.9,
Uttar Pradesh - 2025,05-Jan 6am,13905.62,
Uttar Pradesh - 2025,05-Jan 7am,13577.04,
Uttar Pradesh - 2025,05-Jan 8am,14283.3,
Uttar Pradesh - 2025,05-Jan 9am,15870.8,
Uttar Pradesh - 2025,05-Jan 10am,18173.59,
Uttar Pradesh - 2025,05-Jan 11am,19800.69,
Uttar Pradesh - 2025,05-Jan 12pm,19282.83,
Uttar Pradesh - 2025,05-Jan 1pm,18624.19,
Uttar Pradesh - 2025,05-Jan 2pm,16766.13,
Uttar Pradesh - 2025,05-Jan 3pm,14716.52,
Uttar Pradesh - 2025,05-Jan 4pm,12088.77,
Uttar Pradesh - 2025,05-Jan 5pm,12643.98,
Uttar Pradesh - 2025,05-Jan 6pm,18398.72,
Uttar Pradesh - 2025,05-Jan 7pm,21339.65,
Uttar Pradesh - 2025,05-Jan 8pm,20621.85,
Uttar Pradesh - 2025,05-Jan 9pm,18749.74,
Uttar Pradesh - 2025,05-Jan 10pm,17006.48,
Uttar Pradesh - 2025,05-Jan 11pm,14994.55,
Uttar Pradesh - 2025,06-Jan 12am,13348.54,
Uttar Pradesh - 2025,06-Jan 1am,12435.38,
Uttar Pradesh - 2025,06-Jan 2am,11779.24,
Uttar Pradesh - 2025,06-Jan 3am,11441.25,
Uttar Pradesh - 2025,06-Jan 4am,11587.34,
Uttar Pradesh - 2025,06-Jan 5am,12757.51,
Uttar Pradesh - 2025,06-Jan 6am,14095.19,
Uttar Pradesh - 2025,06-Jan 7am,14327.47,
Uttar Pradesh - 2025,06-Jan 8am,15918.01,
Uttar Pradesh - 2025,06-Jan 9am,17448.35,
Uttar Pradesh - 2025,06-Jan 10am,18481.14,
Uttar Pradesh - 2025,06-Jan 11am,19273.23,
Uttar Pradesh - 2025,06-Jan 12pm,19532.34,
Uttar Pradesh - 2025,06-Jan 1pm,18520.92,
Uttar Pradesh - 2025,06-Jan 2pm,16808.9,
Uttar Pradesh - 2025,06-Jan 3pm,14994.47,
Uttar Pradesh - 2025,06-Jan 4pm,13064.96,
Uttar Pradesh - 2025,06-Jan 5pm,13303.44,
Uttar Pradesh - 2025,06-Jan 6pm,17188.87,
Uttar Pradesh - 2025,06-Jan 7pm,19432.3,
Uttar Pradesh - 2025,06-Jan 8pm,21220.78,
Uttar Pradesh - 2025,06-Jan 9pm,19573.46,
Uttar Pradesh - 2025,06-Jan 10pm,17557.91,
Uttar Pradesh - 2025,06-Jan 11pm,15351.5,
Uttar Pradesh - 2025,07-Jan 12am,13635.78,
Uttar Pradesh - 2025,07-Jan 1am,12619.21,
Uttar Pradesh - 2025,07-Jan 2am,11994.52,
Uttar Pradesh - 2025,07-Jan 3am,11651.83,
Uttar Pradesh - 2025,07-Jan 4am,11726.81,
Uttar Pradesh - 2025,07-Jan 5am,12913.54,
Uttar Pradesh - 2025,07-Jan 6am,14114.84,
Uttar Pradesh - 2025,07-Jan 7am,14652.49,
Uttar Pradesh - 2025,07-Jan 8am,15763.14,
Uttar Pradesh - 2025,07-Jan 9am,17682.73,
Uttar Pradesh - 2025,07-Jan 10am,19162.18,
Uttar Pradesh - 2025,07-Jan 11am,20503.75,
Uttar Pradesh - 2025,07-Jan 12pm,19642.09,
Uttar Pradesh - 2025,07-Jan 1pm,18371.07,
Uttar Pradesh - 2025,07-Jan 2pm,17149.09,
Uttar Pradesh - 2025,07-Jan 3pm,15461.24,
Uttar Pradesh - 2025,07-Jan 4pm,13446.41,
Uttar Pradesh - 2025,07-Jan 5pm,14546.22,
Uttar Pradesh - 2025,07-Jan 6pm,18282.93,
Uttar Pradesh - 2025,07-Jan 7pm,19559,
Uttar Pradesh - 2025,07-Jan 8pm,21291.6,
Uttar Pradesh - 2025,07-Jan 9pm,19745.86,
Uttar Pradesh - 2025,07-Jan 10pm,17617.3,
Uttar Pradesh - 2025,07-Jan 11pm,15352.66,
Uttar Pradesh - 2025,08-Jan 12am,13627.83,
Uttar Pradesh - 2025,08-Jan 1am,12515.63,
Uttar Pradesh - 2025,08-Jan 2am,11911.13,
Uttar Pradesh - 2025,08-Jan 3am,11639.32,
Uttar Pradesh - 2025,08-Jan 4am,11767.54,
Uttar Pradesh - 2025,08-Jan 5am,12952.5,
Uttar Pradesh - 2025,08-Jan 6am,14322.8,
Uttar Pradesh - 2025,08-Jan 7am,14803.24,
Uttar Pradesh - 2025,08-Jan 8am,15869.86,
Uttar Pradesh - 2025,08-Jan 9am,17557.01,
Uttar Pradesh - 2025,08-Jan 10am,18876.65,
Uttar Pradesh - 2025,08-Jan 11am,20230.21,
Uttar Pradesh - 2025,08-Jan 12pm,20513.76,
Uttar Pradesh - 2025,08-Jan 1pm,18748.72,
Uttar Pradesh - 2025,08-Jan 2pm,16790.07,
Uttar Pradesh - 2025,08-Jan 3pm,15683.01,
Uttar Pradesh - 2025,08-Jan 4pm,13124.97,
Uttar Pradesh - 2025,08-Jan 5pm,12954.34,
Uttar Pradesh - 2025,08-Jan 6pm,17300.39,
Uttar Pradesh - 2025,08-Jan 7pm,18956.84,
Uttar Pradesh - 2025,08-Jan 8pm,21347.37,
Uttar Pradesh - 2025,08-Jan 9pm,19825.13,
Uttar Pradesh - 2025,08-Jan 10pm,17733.83,
Uttar Pradesh - 2025,08-Jan 11pm,15604.55,
Uttar Pradesh - 2025,09-Jan 12am,13847.22,
Uttar Pradesh - 2025,09-Jan 1am,12661.42,
Uttar Pradesh - 2025,09-Jan 2am,12129.84,
Uttar Pradesh - 2025,09-Jan 3am,11866.13,
Uttar Pradesh - 2025,09-Jan 4am,12015.4,
Uttar Pradesh - 2025,09-Jan 5am,13095.21,
Uttar Pradesh - 2025,09-Jan 6am,14401.67,
Uttar Pradesh - 2025,09-Jan 7am,14644.76,
Uttar Pradesh - 2025,09-Jan 8am,15903.29,
Uttar Pradesh - 2025,09-Jan 9am,16928.21,
Uttar Pradesh - 2025,09-Jan 10am,18289.2,
Uttar Pradesh - 2025,09-Jan 11am,19791.49,
Uttar Pradesh - 2025,09-Jan 12pm,18234.09,
Uttar Pradesh - 2025,09-Jan 1pm,16960.18,
Uttar Pradesh - 2025,09-Jan 2pm,15036.09,
Uttar Pradesh - 2025,09-Jan 3pm,13952.76,
Uttar Pradesh - 2025,09-Jan 4pm,12537.17,
Uttar Pradesh - 2025,09-Jan 5pm,14038.94,
Uttar Pradesh - 2025,09-Jan 6pm,17478.04,
Uttar Pradesh - 2025,09-Jan 7pm,19127.5,
Uttar Pradesh - 2025,09-Jan 8pm,21485.8,
Uttar Pradesh - 2025,09-Jan 9pm,20037.73,
Uttar Pradesh - 2025,09-Jan 10pm,17878.97,
Uttar Pradesh - 2025,09-Jan 11pm,15583.26,
Uttar Pradesh - 2025,10-Jan 12am,13942.28,
Uttar Pradesh - 2025,10-Jan 1am,12950.58,
Uttar Pradesh - 2025,10-Jan 2am,12254.64,
Uttar Pradesh - 2025,10-Jan 3am,11982,
Uttar Pradesh - 2025,10-Jan 4am,12160.4,
Uttar Pradesh - 2025,10-Jan 5am,13301.49,
Uttar Pradesh - 2025,10-Jan 6am,14448.31,
Uttar Pradesh - 2025,10-Jan 7am,14933.61,
Uttar Pradesh - 2025,10-Jan 8am,15968.05,
Uttar Pradesh - 2025,10-Jan 9am,16494.43,
Uttar Pradesh - 2025,10-Jan 10am,18049.43,
Uttar Pradesh - 2025,10-Jan 11am,20545.7,
Uttar Pradesh - 2025,10-Jan 12pm,20207.34,
Uttar Pradesh - 2025,10-Jan 1pm,18696.31,
Uttar Pradesh - 2025,10-Jan 2pm,16871.03,
Uttar Pradesh - 2025,10-Jan 3pm,15709.18,
Uttar Pradesh - 2025,10-Jan 4pm,12204.72,
Uttar Pradesh - 2025,10-Jan 5pm,12440.87,
Uttar Pradesh - 2025,10-Jan 6pm,16201.48,
Uttar Pradesh - 2025,10-Jan 7pm,18393.36,
Uttar Pradesh - 2025,10-Jan 8pm,21603.2,
Uttar Pradesh - 2025,10-Jan 9pm,20158.39,
Uttar Pradesh - 2025,10-Jan 10pm,17795.59,
Uttar Pradesh - 2025,10-Jan 11pm,15563.93,
Uttar Pradesh - 2025,11-Jan 12am,13755.2,
Uttar Pradesh - 2025,11-Jan 1am,12707.66,
Uttar Pradesh - 2025,11-Jan 2am,12194.9,
Uttar Pradesh - 2025,11-Jan 3am,11863.65,
Uttar Pradesh - 2025,11-Jan 4am,11966.37,
Uttar Pradesh - 2025,11-Jan 5am,13070.71,
Uttar Pradesh - 2025,11-Jan 6am,13972.92,
Uttar Pradesh - 2025,11-Jan 7am,14306,
Uttar Pradesh - 2025,11-Jan 8am,15580.93,
Uttar Pradesh - 2025,11-Jan 9am,16854.68,
Uttar Pradesh - 2025,11-Jan 10am,18261.8,
Uttar Pradesh - 2025,11-Jan 11am,19764.18,
Uttar Pradesh - 2025,11-Jan 12pm,18301.57,
Uttar Pradesh - 2025,11-Jan 1pm,16572.14,
Uttar Pradesh - 2025,11-Jan 2pm,14757.45,
Uttar Pradesh - 2025,11-Jan 3pm,13318.95,
Uttar Pradesh - 2025,11-Jan 4pm,11819.61,
Uttar Pradesh - 2025,11-Jan 5pm,12965.99,
Uttar Pradesh - 2025,11-Jan 6pm,15958.63,
Uttar Pradesh - 2025,11-Jan 7pm,16351.63,
Uttar Pradesh - 2025,11-Jan 8pm,20071.92,
Uttar Pradesh - 2025,11-Jan 9pm,19073.1,
Uttar Pradesh - 2025,11-Jan 10pm,16665.97,
Uttar Pradesh - 2025,11-Jan 11pm,14335.08,
Uttar Pradesh - 2025,12-Jan 12am,12720,
Uttar Pradesh - 2025,12-Jan 1am,11687.76,
Uttar Pradesh - 2025,12-Jan 2am,10997.75,
Uttar Pradesh - 2025,12-Jan 3am,10565.54,
Uttar Pradesh - 2025,12-Jan 4am,10455.01,
Uttar Pradesh - 2025,12-Jan 5am,11476.9,
Uttar Pradesh - 2025,12-Jan 6am,12874.81,
Uttar Pradesh - 2025,12-Jan 7am,12768.41,
Uttar Pradesh - 2025,12-Jan 8am,14464.94,
Uttar Pradesh - 2025,12-Jan 9am,15617.9,
Uttar Pradesh - 2025,12-Jan 10am,16529.24,
Uttar Pradesh - 2025,12-Jan 11am,16959.88,
Uttar Pradesh - 2025,12-Jan 12pm,16287.29,
Uttar Pradesh - 2025,12-Jan 1pm,14952.73,
Uttar Pradesh - 2025,12-Jan 2pm,13610.65,
Uttar Pradesh - 2025,12-Jan 3pm,12277.62,
Uttar Pradesh - 2025,12-Jan 4pm,10953.12,
Uttar Pradesh - 2025,12-Jan 5pm,12333.64,
Uttar Pradesh - 2025,12-Jan 6pm,16070.37,
Uttar Pradesh - 2025,12-Jan 7pm,19726.39,
Uttar Pradesh - 2025,12-Jan 8pm,19217.46,
Uttar Pradesh - 2025,12-Jan 9pm,17962.95,
Uttar Pradesh - 2025,12-Jan 10pm,16221.34,
Uttar Pradesh - 2025,12-Jan 11pm,14264.48,
Uttar Pradesh - 2025,13-Jan 12am,12841.25,
Uttar Pradesh - 2025,13-Jan 1am,12010.36,
Uttar Pradesh - 2025,13-Jan 2am,11478.72,
Uttar Pradesh - 2025,13-Jan 3am,11350.82,
Uttar Pradesh - 2025,13-Jan 4am,11534.95,
Uttar Pradesh - 2025,13-Jan 5am,12784.31,
Uttar Pradesh - 2025,13-Jan 6am,13592.39,
Uttar Pradesh - 2025,13-Jan 7am,13761.96,
Uttar Pradesh - 2025,13-Jan 8am,16096.97,
Uttar Pradesh - 2025,13-Jan 9am,16822.98,
Uttar Pradesh - 2025,13-Jan 10am,17292.81,
Uttar Pradesh - 2025,13-Jan 11am,18438.55,
Uttar Pradesh - 2025,13-Jan 12pm,18205.82,
Uttar Pradesh - 2025,13-Jan 1pm,16668.87,
Uttar Pradesh - 2025,13-Jan 2pm,14763.87,
Uttar Pradesh - 2025,13-Jan 3pm,13347.71,
Uttar Pradesh - 2025,13-Jan 4pm,11228.17,
Uttar Pradesh - 2025,13-Jan 5pm,12016.15,
Uttar Pradesh - 2025,13-Jan 6pm,16473.81,
Uttar Pradesh - 2025,13-Jan 7pm,19801.9,
Uttar Pradesh - 2025,13-Jan 8pm,19917.54,
Uttar Pradesh - 2025,13-Jan 9pm,18542.42,
Uttar Pradesh - 2025,13-Jan 10pm,16815.79,
Uttar Pradesh - 2025,13-Jan 11pm,14762.99,
Uttar Pradesh - 2025,14-Jan 12am,13278,
Uttar Pradesh - 2025,14-Jan 1am,12172.58,
Uttar Pradesh - 2025,14-Jan 2am,11655.59,
Uttar Pradesh - 2025,14-Jan 3am,11389.46,
Uttar Pradesh - 2025,14-Jan 4am,11633.74,
Uttar Pradesh - 2025,14-Jan 5am,12971.98,
Uttar Pradesh - 2025,14-Jan 6am,14220.4,
Uttar Pradesh - 2025,14-Jan 7am,14219.72,
Uttar Pradesh - 2025,14-Jan 8am,15160.64,
Uttar Pradesh - 2025,14-Jan 9am,15678.66,
Uttar Pradesh - 2025,14-Jan 10am,16875.74,
Uttar Pradesh - 2025,14-Jan 11am,19010.13,
Uttar Pradesh - 2025,14-Jan 12pm,18899.8,
Uttar Pradesh - 2025,14-Jan 1pm,17805.71,
Uttar Pradesh - 2025,14-Jan 2pm,15785.46,
Uttar Pradesh - 2025,14-Jan 3pm,14266.68,
Uttar Pradesh - 2025,14-Jan 4pm,11614.12,
Uttar Pradesh - 2025,14-Jan 5pm,12385.98,
Uttar Pradesh - 2025,14-Jan 6pm,16869.88,
Uttar Pradesh - 2025,14-Jan 7pm,20543.07,
Uttar Pradesh - 2025,14-Jan 8pm,19895.89,
Uttar Pradesh - 2025,14-Jan 9pm,18563.17,
Uttar Pradesh - 2025,14-Jan 10pm,16569.86,
Uttar Pradesh - 2025,14-Jan 11pm,14497.96,
Uttar Pradesh - 2025,15-Jan 12am,12906.35,
Uttar Pradesh - 2025,15-Jan 1am,11907.57,
Uttar Pradesh - 2025,15-Jan 2am,11354.39,
Uttar Pradesh - 2025,15-Jan 3am,11161.11,
Uttar Pradesh - 2025,15-Jan 4am,11279.4,
Uttar Pradesh - 2025,15-Jan 5am,12427.72,
Uttar Pradesh - 2025,15-Jan 6am,13657.26,
Uttar Pradesh - 2025,15-Jan 7am,13824.39,
Uttar Pradesh - 2025,15-Jan 8am,14834.49,
Uttar Pradesh - 2025,15-Jan 9am,15671.46,
Uttar Pradesh - 2025,15-Jan 10am,17252.29,
Uttar Pradesh - 2025,15-Jan 11am,18944.73,
Uttar Pradesh - 2025,15-Jan 12pm,18404.76,
Uttar Pradesh - 2025,15-Jan 1pm,17366.79,
Uttar Pradesh - 2025,15-Jan 2pm,16194,
Uttar Pradesh - 2025,15-Jan 3pm,14732.66,
Uttar Pradesh - 2025,15-Jan 4pm,13700.67,
Uttar Pradesh - 2025,15-Jan 5pm,13508.42,
Uttar Pradesh - 2025,15-Jan 6pm,17318.09,
Uttar Pradesh - 2025,15-Jan 7pm,19867.22,
Uttar Pradesh - 2025,15-Jan 8pm,20635.07,
Uttar Pradesh - 2025,15-Jan 9pm,19225.09,
Uttar Pradesh - 2025,15-Jan 10pm,17237.61,
Uttar Pradesh - 2025,15-Jan 11pm,14854.33,
Uttar Pradesh - 2025,16-Jan 12am,13327.09,
Uttar Pradesh - 2025,16-Jan 1am,12270.43,
Uttar Pradesh - 2025,16-Jan 2am,11473.18,
Uttar Pradesh - 2025,16-Jan 3am,10886.21,
Uttar Pradesh - 2025,16-Jan 4am,10826.42,
Uttar Pradesh - 2025,16-Jan 5am,11376.32,
Uttar Pradesh - 2025,16-Jan 6am,12544.37,
Uttar Pradesh - 2025,16-Jan 7am,12834.37,
Uttar Pradesh - 2025,16-Jan 8am,14985.18,
Uttar Pradesh - 2025,16-Jan 9am,16192.92,
Uttar Pradesh - 2025,16-Jan 10am,17195.72,
Uttar Pradesh - 2025,16-Jan 11am,17987.86,
Uttar Pradesh - 2025,16-Jan 12pm,17530.53,
Uttar Pradesh - 2025,16-Jan 1pm,16034.36,
Uttar Pradesh - 2025,16-Jan 2pm,15074.57,
Uttar Pradesh - 2025,16-Jan 3pm,13326.59,
Uttar Pradesh - 2025,16-Jan 4pm,12128.13,
Uttar Pradesh - 2025,16-Jan 5pm,13162.04,
Uttar Pradesh - 2025,16-Jan 6pm,16910.42,
Uttar Pradesh - 2025,16-Jan 7pm,19249.82,
Uttar Pradesh - 2025,16-Jan 8pm,20573.29,
Uttar Pradesh - 2025,16-Jan 9pm,19223.2,
Uttar Pradesh - 2025,16-Jan 10pm,17258.54,
Uttar Pradesh - 2025,16-Jan 11pm,15020.11,
Uttar Pradesh - 2025,17-Jan 12am,13403.52,
Uttar Pradesh - 2025,17-Jan 1am,12356.34,
Uttar Pradesh - 2025,17-Jan 2am,11905.25,
Uttar Pradesh - 2025,17-Jan 3am,11757.88,
Uttar Pradesh - 2025,17-Jan 4am,11766.32,
Uttar Pradesh - 2025,17-Jan 5am,13064.01,
Uttar Pradesh - 2025,17-Jan 6am,14352.32,
Uttar Pradesh - 2025,17-Jan 7am,14386.17,
Uttar Pradesh - 2025,17-Jan 8am,15917.6,
Uttar Pradesh - 2025,17-Jan 9am,16923.5,
Uttar Pradesh - 2025,17-Jan 10am,18340.8,
Uttar Pradesh - 2025,17-Jan 11am,19432.31,
Uttar Pradesh - 2025,17-Jan 12pm,19372.47,
Uttar Pradesh - 2025,17-Jan 1pm,17430.05,
Uttar Pradesh - 2025,17-Jan 2pm,15035.64,
Uttar Pradesh - 2025,17-Jan 3pm,13362.46,
Uttar Pradesh - 2025,17-Jan 4pm,10938.49,
Uttar Pradesh - 2025,17-Jan 5pm,12422.22,
Uttar Pradesh - 2025,17-Jan 6pm,16781.08,
Uttar Pradesh - 2025,17-Jan 7pm,18190.28,
Uttar Pradesh - 2025,17-Jan 8pm,20362.91,
Uttar Pradesh - 2025,17-Jan 9pm,18955.37,
Uttar Pradesh - 2025,17-Jan 10pm,17163.45,
Uttar Pradesh - 2025,17-Jan 11pm,14886.27,
Uttar Pradesh - 2025,18-Jan 12am,13310.44,
Uttar Pradesh - 2025,18-Jan 1am,12259.58,
Uttar Pradesh - 2025,18-Jan 2am,11678.59,
Uttar Pradesh - 2025,18-Jan 3am,11455.95,
Uttar Pradesh - 2025,18-Jan 4am,11606.78,
Uttar Pradesh - 2025,18-Jan 5am,12732.7,
Uttar Pradesh - 2025,18-Jan 6am,13949.97,
Uttar Pradesh - 2025,18-Jan 7am,14228.41,
Uttar Pradesh - 2025,18-Jan 8am,15406.16,
Uttar Pradesh - 2025,18-Jan 9am,16151.48,
Uttar Pradesh - 2025,18-Jan 10am,17512.19,
Uttar Pradesh - 2025,18-Jan 11am,18535.1,
Uttar Pradesh - 2025,18-Jan 12pm,18010.88,
Uttar Pradesh - 2025,18-Jan 1pm,16230.79,
Uttar Pradesh - 2025,18-Jan 2pm,14225.39,
Uttar Pradesh - 2025,18-Jan 3pm,12620.44,
Uttar Pradesh - 2025,18-Jan 4pm,11031.52,
Uttar Pradesh - 2025,18-Jan 5pm,12846.07,
Uttar Pradesh - 2025,18-Jan 6pm,16489.55,
Uttar Pradesh - 2025,18-Jan 7pm,18795.74,
Uttar Pradesh - 2025,18-Jan 8pm,20343.21,
Uttar Pradesh - 2025,18-Jan 9pm,18809.25,
Uttar Pradesh - 2025,18-Jan 10pm,16822.53,
Uttar Pradesh - 2025,18-Jan 11pm,14820.52,
Uttar Pradesh - 2025,19-Jan 12am,13304.52,
Uttar Pradesh - 2025,19-Jan 1am,12315.8,
Uttar Pradesh - 2025,19-Jan 2am,11810.65,
Uttar Pradesh - 2025,19-Jan 3am,11485.01,
Uttar Pradesh - 2025,19-Jan 4am,11585.08,
Uttar Pradesh - 2025,19-Jan 5am,12532.83,
Uttar Pradesh - 2025,19-Jan 6am,13718.98,
Uttar Pradesh - 2025,19-Jan 7am,13855.4,
Uttar Pradesh - 2025,19-Jan 8am,14970.01,
Uttar Pradesh - 2025,19-Jan 9am,15495.64,
Uttar Pradesh - 2025,19-Jan 10am,17656.18,
Uttar Pradesh - 2025,19-Jan 11am,19038.66,
Uttar Pradesh - 2025,19-Jan 12pm,17589.75,
Uttar Pradesh - 2025,19-Jan 1pm,15704.89,
Uttar Pradesh - 2025,19-Jan 2pm,13428.18,
Uttar Pradesh - 2025,19-Jan 3pm,12801.83,
Uttar Pradesh - 2025,19-Jan 4pm,10460.66,
Uttar Pradesh - 2025,19-Jan 5pm,10694.85,
Uttar Pradesh - 2025,19-Jan 6pm,16365.15,
Uttar Pradesh - 2025,19-Jan 7pm,19732.9,
Uttar Pradesh - 2025,19-Jan 8pm,19200.98,
Uttar Pradesh - 2025,19-Jan 9pm,17863.29,
Uttar Pradesh - 2025,19-Jan 10pm,16005.21,
Uttar Pradesh - 2025,19-Jan 11pm,14026.65,
Uttar Pradesh - 2025,20-Jan 12am,12635.35,
Uttar Pradesh - 2025,20-Jan 1am,11657.74,
Uttar Pradesh - 2025,20-Jan 2am,11193.76,
Uttar Pradesh - 2025,20-Jan 3am,11014.42,
Uttar Pradesh - 2025,20-Jan 4am,11298.75,
Uttar Pradesh - 2025,20-Jan 5am,12594.56,
Uttar Pradesh - 2025,20-Jan 6am,14194.2,
Uttar Pradesh - 2025,20-Jan 7am,13955.58,
Uttar Pradesh - 2025,20-Jan 8am,15648.9,
Uttar Pradesh - 2025,20-Jan 9am,16428.34,
Uttar Pradesh - 2025,20-Jan 10am,17911.52,
Uttar Pradesh - 2025,20-Jan 11am,18548.33,
Uttar Pradesh - 2025,20-Jan 12pm,17428.67,
Uttar Pradesh - 2025,20-Jan 1pm,15766.32,
Uttar Pradesh - 2025,20-Jan 2pm,13718.62,
Uttar Pradesh - 2025,20-Jan 3pm,12377.84,
Uttar Pradesh - 2025,20-Jan 4pm,10933.54,
Uttar Pradesh - 2025,20-Jan 5pm,11877.06,
Uttar Pradesh - 2025,20-Jan 6pm,16411.76,
Uttar Pradesh - 2025,20-Jan 7pm,17171.47,
Uttar Pradesh - 2025,20-Jan 8pm,19484.9,
Uttar Pradesh - 2025,20-Jan 9pm,17862.91,
Uttar Pradesh - 2025,20-Jan 10pm,16111.69,
Uttar Pradesh - 2025,20-Jan 11pm,14242.27,
Uttar Pradesh - 2025,21-Jan 12am,12905.65,
Uttar Pradesh - 2025,21-Jan 1am,12101.16,
Uttar Pradesh - 2025,21-Jan 2am,11559.12,
Uttar Pradesh - 2025,21-Jan 3am,11370.31,
Uttar Pradesh - 2025,21-Jan 4am,11448.45,
Uttar Pradesh - 2025,21-Jan 5am,12665.46,
Uttar Pradesh - 2025,21-Jan 6am,14378.69,
Uttar Pradesh - 2025,21-Jan 7am,14541.66,
Uttar Pradesh - 2025,21-Jan 8am,15672.96,
Uttar Pradesh - 2025,21-Jan 9am,16493.98,
Uttar Pradesh - 2025,21-Jan 10am,17748.58,
Uttar Pradesh - 2025,21-Jan 11am,18970.5,
Uttar Pradesh - 2025,21-Jan 12pm,17732.83,
Uttar Pradesh - 2025,21-Jan 1pm,15732.66,
Uttar Pradesh - 2025,21-Jan 2pm,13718.43,
Uttar Pradesh - 2025,21-Jan 3pm,12286.17,
Uttar Pradesh - 2025,21-Jan 4pm,11371.71,
Uttar Pradesh - 2025,21-Jan 5pm,11645.64,
Uttar Pradesh - 2025,21-Jan 6pm,16882.15,
Uttar Pradesh - 2025,21-Jan 7pm,18715.74,
Uttar Pradesh - 2025,21-Jan 8pm,19309.24,
Uttar Pradesh - 2025,21-Jan 9pm,17757.22,
