timestamp,demand_mw,source
2026-06-24 12:30:00,1342.0,api
2026-06-24 12:45:00,1341.0,api
2026-06-24 13:00:00,1310.0,api
2026-06-24 13:15:00,1297.0,api
2026-06-24 14:15:00,1369.0,api
2026-06-24 14:30:00,1376.0,api
2026-06-24 14:45:00,1380.0,api
2026-06-24 14:45:00+05:30,1380.0,api
