actual_demand,predicted_demand,temp_weighted,month,holiday,is_weekend,hour,minute,y_lag_1,y_lag_24h,y_lag_7d
3089.04,,4.2,1,0,1,6,55,3017.37,2270.74,2945.38
3190.4,,4.1,1,0,1,7,0,3089.04,2266.87,2915.42
3275.14,,4.1,1,0,1,7,5,3190.4,2310.39,2882.33
3370.7,,4.1,1,0,1,7,10,3275.14,2323.2,2829.4
3448.45,,4.1,1,0,1,7,15,3370.7,2393.8,2795.12
3566.68,,4.1,1,0,1,7,20,3448.45,2476.37,2747.19
3636.73,,4.1,1,0,1,7,25,3566.68,2515.28,2724.4
3715.34,,4.1,1,0,1,7,30,3636.73,2607.19,2672.87
3817.47,,4.1,1,0,1,7,35,3715.34,2613.08,2646.91
3887.54,,4.1,1,0,1,7,40,3817.47,2680.7,2613.87
3969.45,,4.1,1,0,1,7,45,3887.54,2744.33,2578.3
4049.95,,4.1,1,0,1,7,50,3969.45,2767.9,2554.24
4081.87,,4.1,1,0,1,7,55,4049.95,2831.87,2533.01
4154.23,,6.0,1,0,1,8,0,4081.87,2878.46,2494.71
4166.04,,6.0,1,0,1,8,5,4154.23,2940.06,2473.73
4204.76,,6.0,1,0,1,8,10,4166.04,2952.92,2436.59
4235.26,,6.0,1,0,1,8,15,4204.76,3020.13,2419.39
4280.69,,6.0,1,0,1,8,20,4235.26,3049.12,2403.38
4350.93,,6.0,1,0,1,8,25,4280.69,3152.44,2388.77
4303.04,,6.0,1,0,1,8,30,4350.93,3178.88,2370.41
4315.96,,6.0,1,0,1,8,35,4303.04,3309.98,2349.6
4317.39,,6.0,1,0,1,8,40,4315.96,3357.98,2336.23
4361.27,,6.0,1,0,1,8,45,4317.39,3451.84,2320.01
4342.35,,6.0,1,0,1,8,50,4361.27,3534.07,2306.02
4388.76,,6.0,1,0,1,8,55,4342.35,3566.32,2289.73
4438.54,,9.6,1,0,1,9,0,4388.76,3651.12,2287.9
4451.94,,9.6,1,0,1,9,5,4438.54,3702.58,2278.91
4539.47,,9.6,1,0,1,9,10,4451.94,3770.55,2252.05
4659.35,,9.6,1,0,1,9,15,4539.47,3852.42,2242.64
4738.89,,9.6,1,0,1,9,20,4659.35,3831.83,2237.17
4697.74,,9.6,1,0,1,9,25,4738.89,3918.91,2237.15
4777.51,,9.6,1,0,1,9,30,4697.74,3956.05,2223.64
4782.23,,9.6,1,0,1,9,35,4777.51,3988.57,2215.49
4856.75,,9.6,1,0,1,9,40,4782.23,4025.41,2213.07
4845.79,,9.6,1,0,1,9,45,4856.75,4073.7,2186.18
4866.21,,9.6,1,0,1,9,50,4845.79,4129.85,2184.89
4816.02,,9.6,1,0,1,9,55,4866.21,4188.43,2177.97
4969.45,,12.8,1,0,1,10,0,4816.02,4189.37,2182.55
4882.23,,12.8,1,0,1,10,5,4969.45,4217.07,2178.34
4853.3,,12.8,1,0,1,10,10,4882.23,4285.51,2178.6
4858.02,,12.8,1,0,1,10,15,4853.3,4305.83,2165.19
4911.61,,12.8,1,0,1,10,20,4858.02,4322.85,2177.22
4862.63,,12.8,1,0,1,10,25,4911.61,4340.53,2178.3
4842.95,,12.8,1,0,1,10,30,4862.63,4381.27,2177.18
4836.72,,12.8,1,0,1,10,35,4842.95,4454.79,2162.42
4794.13,,12.8,1,0,1,10,40,4836.72,4596.85,2164.0
4861.45,,12.8,1,0,1,10,45,4794.13,4601.68,2165.58
4861.83,,12.8,1,0,1,10,50,4861.45,4643.39,2159.88
4879.43,,12.8,1,0,1,10,55,4861.83,4620.07,2179.25
4850.99,,15.2,1,0,1,11,0,4879.43,4686.41,2197.31
4801.43,,15.2,1,0,1,11,5,4850.99,4708.38,2214.25
4768.04,,15.2,1,0,1,11,10,4801.43,4741.55,2224.71
4732.28,,15.2,1,0,1,11,15,4768.04,4730.57,2222.98
4723.45,,15.2,1,0,1,11,20,4732.28,4698.85,2238.83
4738.3,,15.2,1,0,1,11,25,4723.45,4729.05,2240.54
4713.05,,15.2,1,0,1,11,30,4738.3,4732.91,2260.57
4638.08,,15.2,1,0,1,11,35,4713.05,4707.31,2278.0
4614.62,,15.2,1,0,1,11,40,4638.08,4734.89,2286.39
4629.59,,15.2,1,0,1,11,45,4614.62,4825.36,2292.36
4565.35,,15.2,1,0,1,11,50,4629.59,4791.52,2317.69
4553.68,,15.2,1,0,1,11,55,4565.35,4840.4,2356.02
4521.78,,17.1,1,0,1,12,0,4553.68,4859.31,2368.73
4466.24,,17.1,1,0,1,12,5,4521.78,4825.21,2416.7
4478.22,,17.1,1,0,1,12,10,4466.24,4855.11,2454.18
4428.36,,17.1,1,0,1,12,15,4478.22,4846.28,2474.45
4468.06,,17.1,1,0,1,12,20,4428.36,4860.6,2525.24
4433.56,,17.1,1,0,1,12,25,4468.06,4809.24,2558.72
4394.37,,17.1,1,0,1,12,30,4433.56,4814.98,2599.89
4314.75,,17.1,1,0,1,12,35,4394.37,4797.18,2657.46
4273.87,,17.1,1,0,1,12,40,4314.75,4809.22,2709.27
4191.88,,17.1,1,0,1,12,45,4273.87,4779.97,2761.27
4225.47,,17.1,1,0,1,12,50,4191.88,4733.24,2803.4
4154.73,,17.1,1,0,1,12,55,4225.47,4712.76,2867.23
4063.37,,17.9,1,0,1,13,0,4154.73,4682.3,2976.64
3950.06,,17.9,1,0,1,13,5,4063.37,4696.93,3014.65
3931.79,,17.9,1,0,1,13,10,3950.06,4684.43,3090.58
3861.02,,17.9,1,0,1,13,15,3931.79,4683.32,3158.22
3855.77,,17.9,1,0,1,13,20,3861.02,4680.85,3234.78
3818.95,,17.9,1,0,1,13,25,3855.77,4679.1,3315.25
3748.39,,17.9,1,0,1,13,30,3818.95,4603.67,3366.68
3791.5,,17.9,1,0,1,13,35,3748.39,4582.13,3468.59
3786.92,,17.9,1,0,1,13,40,3791.5,4578.68,3540.04
3765.95,,17.9,1,0,1,13,45,3786.92,4500.9,3612.34
3740.71,,17.9,1,0,1,13,50,3765.95,4463.73,3652.59
3712.0,,17.9,1,0,1,13,55,3740.71,4465.14,3729.15
3778.89,,17.9,1,0,1,14,0,3712.0,4448.1,3808.33
3718.12,,17.9,1,0,1,14,5,3778.89,4424.3,3922.11
3707.61,,17.9,1,0,1,14,10,3718.12,4418.21,4023.35
3688.4,,17.9,1,0,1,14,15,3707.61,4347.09,4097.92
3692.98,,17.9,1,0,1,14,20,3688.4,4294.4,4162.21
3688.72,,17.9,1,0,1,14,25,3692.98,4286.59,4252.05
3743.54,,17.9,1,0,1,14,30,3688.72,4209.05,4354.86
3676.08,,17.9,1,0,1,14,35,3743.54,4193.28,4366.05
3651.63,,17.9,1,0,1,14,40,3676.08,4119.53,4433.52
3641.04,,17.9,1,0,1,14,45,3651.63,4102.88,4510.21
3638.49,,17.9,1,0,1,14,50,3641.04,3983.58,4532.36
3620.55,,17.9,1,0,1,14,55,3638.49,3961.19,4534.86
3584.26,,17.7,1,0,1,15,0,3620.55,3889.77,4550.0
3604.68,,17.7,1,0,1,15,5,3584.26,3857.87,4629.87
3598.08,,17.7,1,0,1,15,10,3604.68,3823.45,4638.89
3527.58,,17.7,1,0,1,15,15,3598.08,3767.69,4668.89
3556.16,,17.7,1,0,1,15,20,3527.58,3764.64,4715.3
3548.75,,17.7,1,0,1,15,25,3556.16,3686.63,4756.78
3489.02,,17.7,1,0,1,15,30,3548.75,3642.92,4756.89
3523.87,,17.7,1,0,1,15,35,3489.02,3581.75,4751.16
3516.08,,17.7,1,0,1,15,40,3523.87,3553.37,4745.88
3529.64,,17.7,1,0,1,15,45,3516.08,3507.92,4773.3
3521.54,,17.7,1,0,1,15,50,3529.64,3458.95,4768.27
3496.18,,17.7,1,0,1,15,55,3521.54,3434.94,4814.62
3499.71,,17.4,1,0,1,16,0,3496.18,3372.27,4788.98
3499.41,,17.4,1,0,1,16,5,3499.71,3359.02,4836.9
3471.06,,17.4,1,0,1,16,10,3499.41,3327.46,4877.88
3488.89,,17.4,1,0,1,16,15,3471.06,3330.61,4967.7
3457.77,,17.4,1,0,1,16,20,3488.89,3266.7,5005.58
3490.17,,17.4,1,0,1,16,25,3457.77,3302.06,5112.9
3565.05,,17.4,1,0,1,16,30,3490.17,3192.18,5113.88
3588.42,,17.4,1,0,1,16,35,3565.05,3189.83,5177.92
3521.36,,17.4,1,0,1,16,40,3588.42,3185.42,5199.37
3512.93,,17.4,1,0,1,16,45,3521.36,3140.82,5212.09
3536.83,,17.4,1,0,1,16,50,3512.93,3119.56,5188.3
3543.97,,17.4,1,0,1,16,55,3536.83,3118.68,5235.99
3564.6,,15.8,1,0,1,17,0,3543.97,3066.97,5218.58
3553.51,,15.8,1,0,1,17,5,3564.6,3055.13,5187.72
3587.71,,15.8,1,0,1,17,10,3553.51,3077.81,5207.12
3634.38,,15.8,1,0,1,17,15,3587.71,3054.29,5262.62
3627.04,,15.8,1,0,1,17,20,3634.38,3077.17,5281.11
3733.7,,15.8,1,0,1,17,25,3627.04,3041.3,5316.7
3670.32,,15.8,1,0,1,17,30,3733.7,2997.9,5335.17
3734.41,,15.8,1,0,1,17,35,3670.32,2989.49,5319.51
3721.15,,15.8,1,0,1,17,40,3734.41,2997.39,5323.55
3766.51,,15.8,1,0,1,17,45,3721.15,3036.92,5299.67
3806.06,,15.8,1,0,1,17,50,3766.51,3016.65,5259.51
3865.35,,15.8,1,0,1,17,55,3806.06,2976.49,5286.38
3878.12,,12.8,1,0,1,18,0,3865.35,2995.9,5187.45
3916.9,,12.8,1,0,1,18,5,3878.12,3003.66,5199.42
4003.24,,12.8,1,0,1,18,10,3916.9,3030.38,5195.96
3976.57,,12.8,1,0,1,18,15,4003.24,3040.06,5127.46
4003.4,,12.8,1,0,1,18,20,3976.57,3069.98,5125.5
4013.7,,12.8,1,0,1,18,25,4003.4,3102.96,5099.66
4016.66,,12.8,1,0,1,18,30,4013.7,3123.22,5039.55
3994.37,,12.8,1,0,1,18,35,4016.66,3124.19,5064.94
4003.71,,12.8,1,0,1,18,40,3994.37,3159.13,5033.49
4026.12,,12.8,1,0,1,18,45,4003.71,3223.95,4980.13
4010.1,,12.8,1,0,1,18,50,4026.12,3219.11,4976.43
4009.51,,12.8,1,0,1,18,55,4010.1,3247.96,4959.08
3979.85,,11.8,1,0,1,19,0,4009.51,3286.68,4871.52
3962.75,,11.8,1,0,1,19,5,3979.85,3345.87,4848.45
3978.37,,11.8,1,0,1,19,10,3962.75,3370.18,4793.04
3939.56,,11.8,1,0,1,19,15,3978.37,3425.75,4795.0
3968.8,,11.8,1,0,1,19,20,3939.56,3450.49,4801.88
3958.78,,11.8,1,0,1,19,25,3968.8,3484.83,4784.8
3896.85,,11.8,1,0,1,19,30,3958.78,3495.4,4712.66
3904.49,,11.8,1,0,1,19,35,3896.85,3527.09,4691.85
3871.75,,11.8,1,0,1,19,40,3904.49,3531.28,4670.91
3891.81,,11.8,1,0,1,19,45,3871.75,3546.74,4659.79
3861.28,,11.8,1,0,1,19,50,3891.81,3571.8,4632.76
3835.58,,11.8,1,0,1,19,55,3861.28,3561.3,4577.69
3827.59,,10.2,1,0,1,20,0,3835.58,3564.48,4489.32
3763.63,,10.2,1,0,1,20,5,3827.59,3544.68,4434.37
3733.99,,10.2,1,0,1,20,10,3763.63,3593.36,4349.68
3761.53,,10.2,1,0,1,20,15,3733.99,3585.54,4325.91
3737.85,,10.2,1,0,1,20,20,3761.53,3538.76,4271.8
3739.46,,10.2,1,0,1,20,25,3737.85,3564.49,4215.98
3726.68,,10.2,1,0,1,20,30,3739.46,3560.13,4209.31
3724.66,,10.2,1,0,1,20,35,3726.68,3530.79,4219.71
3687.9,,10.2,1,0,1,20,40,3724.66,3565.36,4190.5
3694.94,,10.2,1,0,1,20,45,3687.9,3491.93,4221.4
3677.47,,10.2,1,0,1,20,50,3694.94,3512.2,4208.43
3659.17,,10.2,1,0,1,20,55,3677.47,3529.04,4198.51
3582.79,,9.1,1,0,1,21,0,3659.17,3520.3,4196.39
3613.07,,9.1,1,0,1,21,5,3582.79,3519.97,4164.78
3582.75,,9.1,1,0,1,21,10,3613.07,3502.7,4189.18
3569.54,,9.1,1,0,1,21,15,3582.75,3492.11,4143.29
3592.19,,9.1,1,0,1,21,20,3569.54,3505.35,4139.4
3524.74,,9.1,1,0,1,21,25,3592.19,3514.6,4110.81
3582.44,,9.1,1,0,1,21,30,3524.74,3515.65,4086.92
3510.31,,9.1,1,0,1,21,35,3582.44,3508.63,4136.04
3537.11,,9.1,1,0,1,21,40,3510.31,3505.39,4085.92
3501.27,,9.1,1,0,1,21,45,3537.11,3508.38,4095.48
3481.87,,9.1,1,0,1,21,50,3501.27,3490.08,4079.5
3457.35,,9.1,1,0,1,21,55,3481.87,3508.44,4079.5
3444.39,,8.3,1,0,1,22,0,3457.35,3512.74,4097.65
3368.08,,8.3,1,0,1,22,5,3444.39,3513.75,4032.88
3362.31,,8.3,1,0,1,22,10,3368.08,3484.82,4048.48
3312.55,,8.3,1,0,1,22,15,3362.31,3516.29,4053.52
3288.42,,8.3,1,0,1,22,20,3312.55,3470.03,3984.91
3249.62,,8.3,1,0,1,22,25,3288.42,3495.34,3978.98
3230.36,,8.3,1,0,1,22,30,3249.62,3497.91,3973.76
3160.91,,8.3,1,0,1,22,35,3230.36,3459.17,3983.99
3137.16,,8.3,1,0,1,22,40,3160.91,3459.15,3999.36
2449.5,,9.6,1,0,1,0,0,3137.16,3467.96,3955.27
2387.46,,9.6,1,0,1,0,5,2449.5,3455.93,3925.58
2351.72,,9.6,1,0,1,0,10,2387.46,3412.36,3902.2
2326.22,,9.6,1,0,1,0,15,2351.72,3408.07,3969.04
2286.76,,9.6,1,0,1,0,20,2326.22,3379.96,3894.68
2263.96,,9.6,1,0,1,0,25,2286.76,3331.8,3926.75
2224.16,,9.6,1,0,1,0,30,2263.96,3322.91,3911.96
2181.72,,9.6,1,0,1,0,35,2224.16,3270.31,3934.87
2173.91,,9.6,1,0,1,0,40,2181.72,3242.55,3947.54
2143.53,,9.6,1,0,1,0,45,2173.91,3216.41,3959.53
2111.66,,9.6,1,0,1,0,50,2143.53,3140.19,3937.94
2092.16,,9.6,1,0,1,0,55,2111.66,3100.46,3947.85
2065.15,,6.9,1,0,1,1,0,2092.16,3088.6,3948.89
2029.52,,6.9,1,0,1,1,5,2065.15,3015.78,3962.06
1992.01,,6.9,1,0,1,1,10,2029.52,2974.55,3985.63
1991.94,,6.9,1,0,1,1,15,1992.01,2281.69,4017.02
1979.64,,6.9,1,0,1,1,20,1991.94,2242.09,4022.76
1959.66,,6.9,1,0,1,1,25,1979.64,2196.39,4003.32
1936.66,,6.9,1,0,1,1,30,1959.66,2160.75,4059.76
1925.02,,6.9,1,0,1,1,35,1936.66,2140.04,4073.75
1917.75,,6.9,1,0,1,1,40,1925.02,2110.2,4110.01
1895.78,,6.9,1,0,1,1,45,1917.75,2081.99,4136.29
1873.54,,6.9,1,0,1,1,50,1895.78,2046.75,4137.44
1868.18,,6.9,1,0,1,1,55,1873.54,2026.26,4217.53
1861.42,,7.1,1,0,1,2,0,1868.18,1996.45,4218.97
1844.41,,7.1,1,0,1,2,5,1861.42,1968.51,4244.32
1831.93,,7.1,1,0,1,2,10,1844.41,1939.35,4265.98
1827.08,,7.1,1,0,1,2,15,1831.93,1910.72,4307.61
1813.41,,7.1,1,0,1,2,20,1827.08,1876.54,4288.94
1805.43,,7.1,1,0,1,2,25,1813.41,1851.8,4368.85
1794.08,,7.1,1,0,1,2,30,1805.43,1836.31,4395.73
1792.92,,7.1,1,0,1,2,35,1794.08,1811.22,4389.53
1774.3,,7.1,1,0,1,2,40,1792.92,1801.8,4363.1
1768.3,,7.1,1,0,1,2,45,1774.3,1778.72,4421.26
1763.83,,7.1,1,0,1,2,50,1768.3,1769.58,4394.4
1744.68,,7.1,1,0,1,2,55,1763.83,1768.33,4405.28
1743.08,,7.2,1,0,1,3,0,1744.68,1748.38,4421.81
1735.03,,7.2,1,0,1,3,5,1743.08,1734.97,4357.07
1727.33,,7.2,1,0,1,3,10,1735.03,1719.42,4368.64
1725.23,,7.2,1,0,1,3,15,1727.33,1711.26,4362.44
1728.89,,7.2,1,0,1,3,20,1725.23,1702.88,4316.87
1720.94,,7.2,1,0,1,3,25,1728.89,1692.22,4295.9
1717.37,,7.2,1,0,1,3,30,1720.94,1681.73,4301.43
1722.3,,7.2,1,0,1,3,35,1717.37,1672.25,4314.83
1714.82,,7.2,1,0,1,3,40,1722.3,1673.26,4266.26
1722.12,,7.2,1,0,1,3,45,1714.82,1665.04,4265.57
1727.41,,7.2,1,0,1,3,50,1722.12,1655.39,4253.7
1726.88,,7.2,1,0,1,3,55,1727.41,1649.87,4218.07
1735.39,,6.6,1,0,1,4,0,1726.88,1639.95,4260.69
1727.3,,6.6,1,0,1,4,5,1735.39,1638.24,4198.46
1741.71,,6.6,1,0,1,4,10,1727.3,1625.06,4157.9
1764.36,,6.6,1,0,1,4,15,1741.71,1622.32,4109.7
1764.28,,6.6,1,0,1,4,20,1764.36,1615.82,4118.67
1777.17,,6.6,1,0,1,4,25,1764.28,1616.84,4095.94
1783.63,,6.6,1,0,1,4,30,1777.17,1616.37,4105.64
1799.96,,6.6,1,0,1,4,35,1783.63,1617.53,4054.79
1811.22,,6.6,1,0,1,4,40,1799.96,1612.14,4079.81
1826.07,,6.6,1,0,1,4,45,1811.22,1609.73,4043.43
1844.46,,6.6,1,0,1,4,50,1826.07,1610.74,4061.51
1850.24,,6.6,1,0,1,4,55,1844.46,1614.15,4025.09
1879.57,,4.9,1,0,1,5,0,1850.24,1625.78,4004.71
1910.01,,4.9,1,0,1,5,5,1879.57,1611.92,4016.37
1925.53,,4.9,1,0,1,5,10,1910.01,1605.9,4001.48
1966.26,,4.9,1,0,1,5,15,1925.53,1625.75,3961.2
1994.3,,4.9,1,0,1,5,20,1966.26,1637.14,3994.22
2004.08,,4.9,1,0,1,5,25,1994.3,1645.03,3955.95
2041.78,,4.9,1,0,1,5,30,2004.08,1652.33,3977.32
2073.47,,4.9,1,0,1,5,35,2041.78,1654.19,3958.46
2108.86,,4.9,1,0,1,5,40,2073.47,1661.65,3951.7
2134.5,,4.9,1,0,1,5,45,2108.86,1680.44,3937.08
2177.79,,4.9,1,0,1,5,50,2134.5,1692.04,3929.11
2218.32,,4.9,1,0,1,5,55,2177.79,1703.68,3903.35
2274.05,,9.2,1,0,1,6,0,2218.32,1724.96,3890.52
2344.53,,9.2,1,0,1,6,5,2274.05,1758.05,3832.57
2386.24,,9.2,1,0,1,6,10,2344.53,1769.96,3803.62
2441.33,,9.2,1,0,1,6,15,2386.24,1801.16,3725.69
2501.1,,9.2,1,0,1,6,20,2441.33,1857.92,3751.71
2555.17,,9.2,1,0,1,6,25,2501.1,1875.19,3675.45
2615.09,,9.2,1,0,1,6,30,2555.17,1916.74,3667.45
2656.9,,9.2,1,0,1,6,35,2615.09,1945.73,3593.85
2698.93,,9.2,1,0,1,6,40,2656.9,1981.01,3553.13
2744.29,,9.2,1,0,1,6,45,2698.93,2023.01,3535.24
2832.62,,9.2,1,0,1,6,50,2744.29,2070.48,2703.59
2865.29,,9.2,1,0,1,6,55,2832.62,2118.06,2628.58
2911.27,,9.5,1,0,1,7,0,2865.29,2159.4,2595.71
2989.8,,9.5,1,0,1,7,5,2911.27,2213.63,2550.81
3053.13,,9.5,1,0,1,7,10,2989.8,2229.38,2493.82
3147.1,,9.5,1,0,1,7,15,3053.13,2309.26,2458.53
3225.58,,9.5,1,0,1,7,20,3147.1,2381.55,2419.26
3282.55,,9.5,1,0,1,7,25,3225.58,2472.29,2400.74
3369.94,,9.5,1,0,1,7,30,3282.55,2546.03,2370.29
3458.52,,9.5,1,0,1,7,35,3369.94,2625.84,2329.46
3535.45,,9.5,1,0,1,7,40,3458.52,2677.42,2300.81
3585.44,,9.5,1,0,1,7,45,3535.45,2767.76,2274.8
3657.88,,9.5,1,0,1,7,50,3585.44,2821.14,2237.88
3695.45,,9.5,1,0,1,7,55,3657.88,2880.46,2213.28
3767.11,,10.7,1,0,1,8,0,3695.45,2980.09,2185.61
3812.12,,10.7,1,0,1,8,5,3767.11,3017.37,2158.77
3888.09,,10.7,1,0,1,8,10,3812.12,3089.04,2144.99
3945.24,,10.7,1,0,1,8,15,3888.09,3190.4,2122.51
3987.19,,10.7,1,0,1,8,20,3945.24,3275.14,2099.46
4062.37,,10.7,1,0,1,8,25,3987.19,3370.7,2073.42
4094.51,,10.7,1,0,1,8,30,4062.37,3448.45,2061.35
4112.19,,10.7,1,0,1,8,35,4094.51,3566.68,2045.16
4138.98,,10.7,1,0,1,8,40,4112.19,3636.73,2023.0
4196.46,,10.7,1,0,1,8,45,4138.98,3715.34,2000.81
4211.35,,10.7,1,0,1,8,50,4196.46,3817.47,1985.67
4254.06,,10.7,1,0,1,8,55,4211.35,3887.54,1968.34
4274.83,,14.2,1,0,1,9,0,4254.06,3969.45,1957.75
4270.87,,14.2,1,0,1,9,5,4274.83,4049.95,1945.25
4384.07,,14.2,1,0,1,9,10,4270.87,4081.87,1930.6
4439.43,,14.2,1,0,1,9,15,4384.07,4154.23,1921.04
4470.78,,14.2,1,0,1,9,20,4439.43,4166.04,1911.91
4546.58,,14.2,1,0,1,9,25,4470.78,4204.76,1905.28
4601.03,,14.2,1,0,1,9,30,4546.58,4235.26,1889.9
4652.36,,14.2,1,0,1,9,35,4601.03,4280.69,1892.24
4676.08,,14.2,1,0,1,9,40,4652.36,4350.93,1881.56
4749.55,,14.2,1,0,1,9,45,4676.08,4303.04,1877.69
4791.27,,14.2,1,0,1,9,50,4749.55,4315.96,1864.69
4821.48,,14.2,1,0,1,9,55,4791.27,4317.39,1867.75
4852.83,,16.1,1,0,1,10,0,4821.48,4361.27,1858.74
4870.45,,16.1,1,0,1,10,5,4852.83,4342.35,1851.69
4869.29,,16.1,1,0,1,10,10,4870.45,4388.76,1838.11
4920.74,,16.1,1,0,1,10,15,4869.29,4438.54,1830.46
4929.3,,16.1,1,0,1,10,20,4920.74,4451.94,1821.61
4957.58,,16.1,1,0,1,10,25,4929.3,4539.47,1823.58
4954.54,,16.1,1,0,1,10,30,4957.58,4659.35,1822.93
4894.19,,16.1,1,0,1,10,35,4954.54,4738.89,1817.57
4971.39,,16.1,1,0,1,10,40,4894.19,4697.74,1827.54
5011.53,,16.1,1,0,1,10,45,4971.39,4777.51,1831.33
5011.89,,16.1,1,0,1,10,50,5011.53,4782.23,1837.08
4954.56,,16.1,1,0,1,10,55,5011.89,4856.75,1837.61
5019.69,,17.4,1,0,1,11,0,4954.56,4845.79,1840.53
5001.31,,17.4,1,0,1,11,5,5019.69,4866.21,1849.43
4993.49,,17.4,1,0,1,11,10,5001.31,4816.02,1858.58
4987.28,,17.4,1,0,1,11,15,4993.49,4969.45,1866.48
4953.0,,17.4,1,0,1,11,20,4987.28,4882.23,1872.43
4952.56,,17.4,1,0,1,11,25,4953.0,4853.3,1894.54
4958.03,,17.4,1,0,1,11,30,4952.56,4858.02,1897.18
4948.65,,17.4,1,0,1,11,35,4958.03,4911.61,1918.78
4946.31,,17.4,1,0,1,11,40,4948.65,4862.63,1945.79
4913.21,,17.4,1,0,1,11,45,4946.31,4842.95,1956.12
4879.6,,17.4,1,0,1,11,50,4913.21,4836.72,1975.7
4867.87,,17.4,1,0,1,11,55,4879.6,4794.13,2000.2
4900.9,,18.5,1,0,1,12,0,4867.87,4861.45,2028.88
4837.96,,18.5,1,0,1,12,5,4900.9,4861.83,2069.37
4815.27,,18.5,1,0,1,12,10,4837.96,4879.43,2089.42
4812.27,,18.5,1,0,1,12,15,4815.27,4850.99,2111.88
4821.59,,18.5,1,0,1,12,20,4812.27,4801.43,2144.8
4803.37,,18.5,1,0,1,12,25,4821.59,4768.04,2172.87
4807.0,,18.5,1,0,1,12,30,4803.37,4732.28,2208.83
4737.11,,18.5,1,0,1,12,35,4807.0,4723.45,2244.74
4715.0,,18.5,1,0,1,12,40,4737.11,4738.3,2281.05
4693.69,,18.5,1,0,1,12,45,4715.0,4713.05,2312.52
4637.06,,18.5,1,0,1,12,50,4693.69,4638.08,2366.32
4586.76,,18.5,1,0,1,12,55,4637.06,4614.62,2446.43
4480.29,,19.2,1,0,1,13,0,4586.76,4629.59,2475.3
4407.75,,19.2,1,0,1,13,5,4480.29,4565.35,2541.48
4341.98,,19.2,1,0,1,13,10,4407.75,4553.68,2590.52
4307.84,,19.2,1,0,1,13,15,4341.98,4521.78,2656.15
4299.31,,19.2,1,0,1,13,20,4307.84,4466.24,2705.17
4259.32,,19.2,1,0,1,13,25,4299.31,4478.22,2764.06
4209.92,,19.2,1,0,1,13,30,4259.32,4428.36,2793.03
4220.02,,19.2,1,0,1,13,35,4209.92,4468.06,2882.21
4202.14,,19.2,1,0,1,13,40,4220.02,4433.56,2928.89
4242.59,,19.2,1,0,1,13,45,4202.14,4394.37,2972.21
4191.63,,19.2,1,0,1,13,50,4242.59,4314.75,2997.62
4184.35,,19.2,1,0,1,13,55,4191.63,4273.87,3107.84
4149.71,,19.2,1,0,1,14,0,4184.35,4191.88,3157.47
4143.43,,19.2,1,0,1,14,5,4149.71,4225.47,3251.45
4136.04,,19.2,1,0,1,14,10,4143.43,4154.73,3316.42
4089.4,,19.2,1,0,1,14,15,4136.04,4063.37,3376.6
4050.39,,19.2,1,0,1,14,20,4089.4,3950.06,3466.92
4029.14,,19.2,1,0,1,14,25,4050.39,3931.79,3512.58
4034.71,,19.2,1,0,1,14,30,4029.14,3861.02,3591.83
4013.63,,19.2,1,0,1,14,35,4034.71,3855.77,3657.79
3982.29,,19.2,1,0,1,14,40,4013.63,3818.95,3749.22
3973.02,,19.2,1,0,1,14,45,3982.29,3748.39,3807.33
3917.52,,19.2,1,0,1,14,50,3973.02,3791.5,3877.86
3890.41,,19.2,1,0,1,14,55,3917.52,3786.92,3939.62
3883.91,,19.0,1,0,1,15,0,3890.41,3765.95,4031.2
3873.21,,19.0,1,0,1,15,5,3883.91,3740.71,4084.68
3822.58,,19.0,1,0,1,15,10,3873.21,3712.0,4119.49
3792.95,,19.0,1,0,1,15,15,3822.58,3778.89,4184.05
3792.31,,19.0,1,0,1,15,20,3792.95,3718.12,4240.87
3809.62,,19.0,1,0,1,15,25,3792.31,3707.61,4261.99
3784.99,,19.0,1,0,1,15,30,3809.62,3688.4,4289.55
3744.81,,19.0,1,0,1,15,35,3784.99,3692.98,4354.12
3715.75,,19.0,1,0,1,15,40,3744.81,3688.72,4383.63
3702.48,,19.0,1,0,1,15,45,3715.75,3743.54,4451.09
3681.74,,19.0,1,0,1,15,50,3702.48,3676.08,4461.18
3666.79,,19.0,1,0,1,15,55,3681.74,3651.63,4484.14
3670.86,,18.4,1,0,1,16,0,3666.79,3641.04,4576.34
3666.85,,18.4,1,0,1,16,5,3670.86,3638.49,4660.69
3626.38,,18.4,1,0,1,16,10,3666.85,3620.55,4739.93
3625.45,,18.4,1,0,1,16,15,3626.38,3584.26,4778.2
3636.56,,18.4,1,0,1,16,20,3625.45,3604.68,4767.92
3630.03,,18.4,1,0,1,16,25,3636.56,3598.08,4842.56
3646.87,,18.4,1,0,1,16,30,3630.03,3527.58,4918.05
3623.06,,18.4,1,0,1,16,35,3646.87,3556.16,4977.5
3660.9,,18.4,1,0,1,16,40,3623.06,3548.75,5017.73
3617.68,,18.4,1,0,1,16,45,3660.9,3489.02,5074.85
3627.55,,18.4,1,0,1,16,50,3617.68,3523.87,5089.87
3626.37,,18.4,1,0,1,16,55,3627.55,3516.08,5051.9
3653.98,,17.1,1,0,1,17,0,3626.37,3529.64,5145.48
3671.57,,17.1,1,0,1,17,5,3653.98,3521.54,5295.73
3708.16,,17.1,1,0,1,17,10,3671.57,3496.18,5330.01
3716.25,,17.1,1,0,1,17,15,3708.16,3499.71,5379.34
